achievementCount,attemptCount,chatRoom,codinGamer,communityCreation,contributor,coverBinaryId,creationTime,description,detailsPageUrl,doneAchievementCount,feedback,forumLink,globalTotal,id,lastActivity,league,level,logoBinaryId,mode,openChallenge,optimCriteria,optimCriteriaId,optimPoints,position,prettyId,previewBinaryId,puzzleLeaderboardId,rank,replayIds,score,solvedCount,testSessionHandle,thumbnailBinaryId,title,topics,total,type,validatorScore,xpPoints
3,55858,skynet_revolution_episode_1,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5691254201797.0,1405517118000,"Le virus de la résistance se propage à travers le réseau Skynet. Mais Skynet se défend ! Empêchez Skynet de détruire le virus en coupant les bons liens du réseau...<br>
<br>
<u>Algo</u> : recherche dans un graphe.<br>
<br>
<i>Ce défi facile est le premier d'une série de deux exercices proposés lors du challenge «&nbsp;Skynet - Le Final&nbsp;». Une fois résolu allez vous confronter au deuxième défi «&nbsp;Skynet&nbsp;contre-attaque&nbsp;»sur le même thème mais avec une difficulté accrue !</i>",/training/medium/skynet-revolution-episode-1,3,"{'feedbackId': 68, 'feedbacks': [16, 13, 90, 555, 2443]}",skynet-revolution-episode-1-puzzle-discussion/28,,1,1564155262688.0,,medium,4768015265516.0,,,,,,,skynet-revolution-episode-1,1510746530375.0,,1,"[25243033, 25126259, 24941039, 25242342]",,31762,37819577b3990cd63492da5e8688b35cfa3b7f5,1510730261669.0,Skynet Revolution - Episode 1,"[{'handle': 'algorithms', 'value': 'Algorithmes', 'children': [{'handle': 'BFS', 'value': 'Parcours en largeur', 'children': []}]}, {'handle': 'data-structures', 'value': 'Structures de Données', 'children': [{'handle': 'graphs', 'value': 'Graphes', 'children': []}]}]",,SOLO,100,150.0
2,378850,,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5690532126778.0,1406103201000,"Le marteau de Thor, <i>Mjöllnir</i> a perdu tout pouvoir... Saurez-vous guider Thor vers l'éclair de puissance afin de redonner sa force au marteau&nbsp;?<br>
<br>
<u>Algo</u> : vérification de conditions (if...).<br>
<br>
<i>Ce défi facile est le premier d'une série de deux exercices proposés lors du challenge «&nbsp;Ragnarök&nbsp;». Une fois la marteau réactivé vous pourrez tenter d'affronter les géants dans le deuxième défi, plus difficile : «&nbsp;Thor contre les géants&nbsp;» !</i>",/training/easy/power-of-thor-episode-1,2,"{'feedbackId': 39, 'feedbacks': [260, 238, 1561, 5468, 11049]}",power-of-thor-episode-1-puzzle-discussion/30,,4,1564260437038.0,,easy,4768033772660.0,,,,,,,power-of-thor-episode-1,1510801485212.0,,2,"[85827672, 52385303, 48498880, 52854018]",,238242,37542667842fae110bd7bc244b4eebc7927c25c,1510795002828.0,Power of Thor - Episode 1,"[{'handle': 'programming-fundamentals', 'value': 'Fondamentaux de Programmation', 'children': [{'handle': 'conditions', 'value': 'Conditions', 'children': []}]}]",,SOLO,100,50.0
2,195913,,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,4768860147383.0,1406103264000,Il fait froid ! Saurez-vous trouver la température la plus proche de zéro dans un relevé de températures ?,/training/easy/temperatures,2,"{'feedbackId': 118, 'feedbacks': [330, 339, 1780, 4357, 6703]}",temperatures-puzzle-discussion/33,,5,1500109015223.0,,easy,4768052124338.0,,,,,,,temperatures,1524004825911.0,,4,,,140338,3760408937c17934059ee020ae0f137f92a4ba9,1523986601161.0,Températures,"[{'handle': 'data-structures', 'value': 'Structures de Données', 'children': [{'handle': 'arrays', 'value': 'Tableaux', 'children': []}]}, {'handle': 'programming-fundamentals', 'value': 'Fondamentaux de Programmation', 'children': [{'handle': 'loops', 'value': 'Boucles', 'children': []}, {'handle': 'conditions', 'value': 'Conditions', 'children': []}]}]",,CODE,100,50.0
2,112363,,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5690571260673.0,1406103414000,"Vous-vous sentez un âme d'artiste ? Mais vous êtes informaticien :( Alors pourquoi ne pas essayer l'...
<pre>
   __    ___   ___  ____  ____      __    ____  ____ 
  /__\  / __) / __)(_  _)(_  _)    /__\  (  _ \(_  _)
 /(__)\ \__ \( (__  _)(_  _)(_    /(__)\  )   /  )(  
(__)(__)(___/ \___)(____)(____)  (__)(__)(_)\_) (__) 
</pre><br>
Dans ce défi, transformez des chaînes de caractères en ASCII ART.<br>
<br>
<u>Algo</u> : stockage et parcours de tableau.",/training/easy/ascii-art,2,"{'feedbackId': 119, 'feedbacks': [170, 138, 570, 2055, 4658]}",ascii-art-puzzle-discussion/34,,6,1505641293337.0,,easy,4768048743789.0,,,,,,,ascii-art,12070893391059.0,,6,,,75197,37612433492b02b8dfb1d5ce584f10b1aa174dd,1520565163109.0,ASCII Art,"[{'handle': 'algorithms', 'value': 'Algorithmes', 'children': [{'handle': 'strings', 'value': 'Chaînes de caractères', 'children': []}]}, {'handle': 'data-structures', 'value': 'Structures de Données', 'children': [{'handle': 'arrays', 'value': 'Tableaux', 'children': []}]}, {'handle': 'programming-fundamentals', 'value': 'Fondamentaux de Programmation', 'children': [{'handle': 'loops', 'value': 'Boucles', 'children': []}]}]",,CODE,100,50.0
2,88296,,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5690588778503.0,1406103566000,"La binaire c'est bien ! Mais le unaire c'est mieux !<br>
<br>
Mettez vos compétences d'encodeur à l'épreuve dans ce défi où il vous faudra transformer des messages en «&nbsp;unaire&nbsp;» (0 00 000 0...).<br>
<br>
<u>Algo</u> : encodage/décodage.",/training/easy/chuck-norris,2,"{'feedbackId': 69, 'feedbacks': [133, 217, 641, 1717, 2954]}",chuck-norris-puzzle-discussion/35,,7,1534175680917.0,,easy,4768086737650.0,,,,,,,chuck-norris,1523857395161.0,,7,,,64256,3761504deb84534c75a88ff4325125ce6109a7f,1516732272708.0,Chuck Norris,"[{'handle': 'algorithms', 'value': 'Algorithmes', 'children': [{'handle': 'strings', 'value': 'Chaînes de caractères', 'children': []}, {'handle': 'encoding', 'value': 'Encodage', 'children': []}]}, {'handle': 'programming-fundamentals', 'value': 'Fondamentaux de Programmation', 'children': [{'handle': 'loops', 'value': 'Boucles', 'children': []}, {'handle': 'conditions', 'value': 'Conditions', 'children': []}]}]",,CODE,100,50.0
2,64411,,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5690595999667.0,1406103614000,"Retour aux sources dans ce défi où vous devrez associer des noms de fichiers et leur type MIME.<br>
<br>
<u>Algo</u> :  maps, découpage de chaînes.",/training/easy/mime-type,2,"{'feedbackId': 130, 'feedbacks': [85, 109, 664, 1526, 2153]}",mime-type-puzzle-discussion/36,,8,1457017218127.0,,easy,4768063404583.0,,,,,,,mime-type,12070882520898.0,,8,,,53417,3772275b8d5e5d57a88bf1a7c5bd34dec083907,1520584049251.0,MIME Type,"[{'handle': 'algorithms', 'value': 'Algorithmes', 'children': [{'handle': 'strings', 'value': 'Chaînes de caractères', 'children': []}]}, {'handle': 'data-structures', 'value': 'Structures de Données', 'children': [{'handle': 'hash-tables', 'value': 'Tables de hachage', 'children': []}]}, {'handle': 'programming-fundamentals', 'value': 'Fondamentaux de Programmation', 'children': [{'handle': 'loops', 'value': 'Boucles', 'children': []}, {'handle': 'conditions', 'value': 'Conditions', 'children': []}]}]",,CODE,100,50.0
2,56945,,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5690606223417.0,1406103660000,"Vous voulez sauver des vies ? Alors aidez-nous à trouver le défibrillateur le plus proche d'une position donnée dans la ville de Montpellier !<br>
<br>
<u>Algo</u> : Calcul de distances, Big data.",/training/easy/defibrillators,2,"{'feedbackId': 62, 'feedbacks': [86, 114, 519, 1329, 2067]}",defribillators-puzzle-discussion/37,,9,1534173787871.0,,easy,4768070361320.0,,,,,,,defibrillators,1520981487226.0,,9,,,48619,37719850ccd814b6e63345d1bb3282f7e19c8d6,1520603000702.0,Défibrillateurs,"[{'handle': 'maths-physics', 'value': 'Maths / Physique', 'children': [{'handle': 'trigonometry', 'value': 'Trigonométrie', 'children': []}, {'handle': 'distance', 'value': 'Distances', 'children': []}]}, {'handle': 'programming-fundamentals', 'value': 'Fondamentaux de Programmation', 'children': [{'handle': 'loops', 'value': 'Boucles', 'children': []}]}]",,CODE,100,50.0
3,78331,,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5690617860395.0,1406103712000,"Pour rendre une course entre deux chevaux intéressante, il vous faudra trouver les chevaux ayant les niveaux les plus proches.<br>
<br>
<u>Algo</u> : tri, recherche de minimum.",/training/easy/horse-racing-duals,3,"{'feedbackId': 131, 'feedbacks': [71, 126, 741, 1885, 2685]}",horse-racing-duals-puzzle-discussion/38,,10,1457017218127.0,,easy,4768109556511.0,,,,,,,horse-racing-duals,12070858038134.0,,10,,,60982,3773955b67125e027fb902e98438ef93689e7ef,1520627695824.0,Chevaux de course,"[{'handle': 'programming-fundamentals', 'value': 'Fondamentaux de Programmation', 'children': [{'handle': 'loops', 'value': 'Boucles', 'children': []}]}]",,CODE,100,75.0
2,18934,last_crusade_episode_1,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5691263520888.0,1406103801000,"Indiana est bloqué dans un tunnel, aidez-le à s'échapper !<br>
<br>
Dans ce premier niveau, vous devez juste vous familiariser avec le fonctionnement du tunnel : votre objectif est de prédire les déplacements d'Indiana dans ce tunnel.<br>
<br>
<u>Algo</u> : maps.<br>
<br>

<i>Ce défi fait partie d'une série de deux exercices proposé lors du challenge «&nbsp;The Last Crusade&nbsp;». Une fois résolu, dirigez-vous vers le niveau 2 où les choses vont largement se compliquer !</i>",/training/medium/the-last-crusade-episode-1,2,"{'feedbackId': 132, 'feedbacks': [5, 16, 134, 378, 677]}",the-last-crusade-episode-1-puzzle-discussion/39,,11,1457017218127.0,,medium,4768148369455.0,,,,,,,the-last-crusade-episode-1,1510824334521.0,,2,"[25220900, 25220902, 25220903, 25220904, 25220905]",,15225,3841598df96356220249bd183571e7322f49b50,1510811311123.0,The Last Crusade - Episode 1,"[{'handle': 'programming-fundamentals', 'value': 'Fondamentaux de Programmation', 'children': [{'handle': 'conditions', 'value': 'Conditions', 'children': []}]}]",,SOLO,100,100.0
3,30809,mars_lander,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,4768916654779.0,1406103867000,"Votre vaisseau d'exploration de Mars vous emmène au dessus d'une zone rocheuse particulièrement difficile. Il vous faudra revoir et améliorer votre technique d'approche pour vous poser en douceur et sûrement sur le sol martien !<br>
<br>
<u>Algo</u> : Asservissement en rotation, position, vitesse.<br>
<br>
<i>Ce défi moyen est le deuxième d'une série de trois exercices proposés lors du challenge «&nbsp;Mars Lander&nbsp;». Une fois résolu allez vous confronter au troisième défi «&nbsp;Mars&nbsp;Lander - Level 3&nbsp;»sur le même thème mais avec une difficulté accrue !</i>",/training/medium/mars-lander-episode-2,3,"{'feedbackId': 133, 'feedbacks': [27, 24, 32, 167, 865]}",mars-lander-puzzle-discussion/32,,12,1564155374856.0,,medium,4768125942910.0,,,,,,,mars-lander-episode-2,1510868411675.0,,1,"[24972049, 24972052]",,8937,37744321ad44053ee082d12a59b5ede72863a43,1510856807593.0,Mars Lander - Episode 2,"[{'handle': 'maths-physics', 'value': 'Maths / Physique', 'children': [{'handle': 'trigonometry', 'value': 'Trigonométrie', 'children': []}, {'handle': 'distance', 'value': 'Distances', 'children': []}]}]",,SOLO,100,150.0
2,21377,stock_exchange_losses,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5691272640522.0,1406103949000,"Il faut savoir prendre des risques et miser sur des actions qui n'ont pas l'air bien fiables. Il faut aussi savoir vendre avant d'avoir tout perdu. La bourse, c'est compliqué. C'est pourquoi nous vous proposons d'écrire un programme pour simplifier tout cela et nous permettre d'investir en toute confiance.<br>
Rassurez-vous, vous n'aurez pas besoin d'être un crack... boursier ?
<br>
<br>
<u>Algo</u> : Recherches dans un set de valeurs.<br>
<br>",/training/medium/stock-exchange-losses,2,"{'feedbackId': 134, 'feedbacks': [8, 31, 227, 457, 737]}",stock-exchange-losses-puzzle-discussion/40,,13,1457023212391.0,,medium,4768092421891.0,,,,,,,stock-exchange-losses,1523894587197.0,,2,,,18221,38074376e3524d5da5fbac8f10b6cbe76935040,1523949820251.0,Pertes en bourse,"[{'handle': 'data-structures', 'value': 'Structures de Données', 'children': [{'handle': 'arrays', 'value': 'Tableaux', 'children': []}]}, {'handle': 'programming-fundamentals', 'value': 'Fondamentaux de Programmation', 'children': [{'handle': 'loops', 'value': 'Boucles', 'children': []}, {'handle': 'conditions', 'value': 'Conditions', 'children': []}]}]",,CODE,100,100.0
2,13412,network_cabling,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5691286755210.0,1406104097000,"Aujourd'hui vous êtes chargé de relier un ensemble de maisons au réseau général. Seulement voilà, votre collègue étourdi a oublié une partie du stock de bobines de câbles avant de partir ce matin. Vous regardez la camionnette à moitié vide en soupirant. Pfff, il va falloir se débrouiller pour utiliser la longueur de câble la plus courte possible.<br>
<br>
<u>Algo</u> : Distance optimale.<br>
<br>",/training/medium/network-cabling,2,"{'feedbackId': 135, 'feedbacks': [13, 27, 99, 243, 379]}",network-cabling-puzzle-discussion/41,,14,1500760037119.0,,medium,4768117387632.0,,,,,,,network-cabling,12070848588502.0,,3,,,9729,38406481ee4dd40cd364688afb2997750add6a3,1520660717081.0,Câblage réseau,"[{'handle': 'maths-physics', 'value': 'Maths / Physique', 'children': [{'handle': 'medians', 'value': 'Médianes', 'children': []}, {'handle': 'distance', 'value': 'Distances', 'children': []}]}, {'handle': 'programming-fundamentals', 'value': 'Fondamentaux de Programmation', 'children': [{'handle': 'loops', 'value': 'Boucles', 'children': []}]}]",,CODE,100,100.0
2,14643,conway_sequence,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5691294026247.0,1406104165000,"Une séquence de Conway est une suite amusante où un élément décrit l'élément précédent, et ce récursivement. De la fumée vous sortira des oreilles après avoir démêlé ce mic-mac !
<br>
<br>
<u>Algo</u> : Conway sequence.<br>
<br>
",/training/medium/conway-sequence,2,"{'feedbackId': 136, 'feedbacks': [11, 14, 113, 322, 516]}",conway-sequence-puzzle-discussion/42,,15,1457017218127.0,,medium,4768130009905.0,,,,,,,conway-sequence,12070820072321.0,,4,,,13449,380761625b498d6a1199f95386c8002f7487749,1520682924845.0,Suite de Conway,"[{'handle': 'maths-physics', 'value': 'Maths / Physique', 'children': [{'handle': 'sequences', 'value': 'Suites', 'children': []}]}]",,CODE,100,100.0
2,14764,telephone_numbers,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5691302628161.0,1406104222000,"Tous ces numéros de téléphone à retenir ! Et si on inventait une nouvelle manière de stocker les numéros en mémoire afin qu'ils prennent le moins de place possible ? C'est à vous qu'incombe cette lourde tâche, mais nous sommes sûrs que vous réussirez sans problème à surmonter ce défi. On s'appelle ?<br>
<br>
<u>Algo</u> : optimisation de stockage.<br>
<br>",/training/medium/telephone-numbers,2,"{'feedbackId': 137, 'feedbacks': [6, 11, 109, 281, 540]}",telephone-numbers-puzzle-discussion/43,,16,1457017218127.0,,medium,4768163469902.0,,,,,,,telephone-numbers,1523919642208.0,,5,,,12136,3814183481d3217a774125f24b2e1263e8e6994,1523922009738.0,Numéros de téléphone,"[{'handle': 'data-structures', 'value': 'Structures de Données', 'children': [{'handle': 'tries', 'value': 'Tries', 'children': []}, {'handle': 'sets', 'value': 'Ensembles', 'children': []}]}]",,CODE,100,100.0
2,10974,dwarfs_standing_on_shoulders_of_giants,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5691317389256.0,1406104299000,"Il est parfois intéressant de retrouver quels sont les auteurs qui ont influencé notre écrivain préféré. Et si on s'essayait à cet exercice, en trouvant qui a hérité de qui, au moyen d'un graphe d'influence ?
<br>
<br>
<u>Algo</u> : Parcours de graphe.<br>
<br>",/training/medium/dwarfs-standing-on-the-shoulders-of-giants,2,"{'feedbackId': 138, 'feedbacks': [6, 9, 73, 223, 377]}",dwarfs-standing-on-the-shoulders-of-giants-puzzle-discussion/44,,17,1457022258338.0,,medium,4768176531772.0,,,,,,,dwarfs-standing-on-the-shoulders-of-giants,1523713395739.0,,6,,,9019,38500034328499191d2ba3f4bcb5264684b50d2,1523694349333.0,Des nains sur des épaules de géants,"[{'handle': 'algorithms', 'value': 'Algorithmes', 'children': [{'handle': 'recursion', 'value': 'Récursion', 'children': []}, {'handle': 'memoization', 'value': 'Mémoïsation', 'children': []}]}, {'handle': 'data-structures', 'value': 'Structures de Données', 'children': [{'handle': 'graphs', 'value': 'Graphes', 'children': []}]}]",,CODE,100,100.0
2,13023,bender_episode_1,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5691325885043.0,1406104442000,"Bender, robot dépressif depuis que son intelligence artificielle a été amoindrie, erre dans les rues pour trouver la cabine à suicide la plus proche. Pour l'empêcher de commettre l'irréparable, vous vous voyez confier la tâche de prédire le chemin qu'empruntera Bender afin de pouvoir l'intercepter. Vous aurez à votre disposition la logique des déplacements du robot. Qu'est-ce que vous faites encore là ? Courez au secours de Bender !
<br>
<br>
<u>Algo</u> : Calcul de trajectoire.<br>
<br>
<i>Si vous aimez Bender et Futurama, n'hésitez pas à vous essayer aux autres exercices (sur des thèmes différents) proposés qui incluent Bender,  «&nbsp;Bender - La machine à fric&nbsp;» et «&nbsp;Bender - Complexité&nbsp;».</i>",/training/medium/bender-episode-1,2,"{'feedbackId': 139, 'feedbacks': [15, 8, 62, 219, 627]}",bender-episode-1-puzzle-discussion/45,,18,1510135399525.0,,medium,4768181351330.0,,,,,,,bender-episode-1,1523841667682.0,,7,,,8254,380953967cb06ac2268cf1917a63c2018910a5a,1516840116942.0,Bender - Episode 1,"[{'handle': 'artificial-intelligence', 'value': 'Intelligence Artificielle', 'children': [{'handle': 'state-machine', 'value': 'Machine à états', 'children': []}, {'handle': 'simulation', 'value': 'Simulation', 'children': []}]}]",,CODE,100,100.0
2,14081,scrabble,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5691338513203.0,1406104488000,"Quand vous jouez au scrabble le dimanche en famille, la situation dégénère souvent très vite. Quel est le meilleur coup à jouer ? Faut-il poser ""Flasque"" ou ""Flaques"" ? Que va faire grand-mère au coup prochain ? Nous vous proposons un exercice pour calculer quel est le meilleur mot à jouer parmi une liste de mot possibles.
<br>
<br>
<u>Algo</u> : Pondération.<br>
<br>",/training/medium/scrabble,2,"{'feedbackId': 140, 'feedbacks': [11, 15, 98, 339, 611]}",scrabble-puzzle-discussion/46,,19,1457017218127.0,,medium,4768158837843.0,,,,,,,scrabble,12070817154670.0,,8,,,11928,38496809f9248e5b7df353cf3ea34967bdce9c7,1520745665973.0,Scrabble,"[{'handle': 'programming-fundamentals', 'value': 'Fondamentaux de Programmation', 'children': [{'handle': 'loops', 'value': 'Boucles', 'children': []}, {'handle': 'conditions', 'value': 'Conditions', 'children': []}]}]",,CODE,100,100.0
2,13237,doctor_who_gift,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5691341968615.0,1406104543000,"Le TARDIS, vaisseau inter-espace-temps, s'est posé sur une planète étrange. La population locale, les Oods, cherchent à faire un cadeau à un autre Ood, mais n'arrivent pas à trouver un moyen de répartir équitablement leur budget. Aidez le Docteur à trouver un système pour décider quelle doit être la contribution de chaque Ood.
<br>
<br>
<u>Algo</u> : Répartition.<br>
<br>
<i>Ce défi est le premier des deux exercices proposés lors du challenge «&nbsp;Doctor Who&nbsp;». Si vous aimez Doctor Who et voulez essayer un exercice plus compliqué, un autre exercice est disponible sur un thème différent, «&nbsp;Doctor Who - Partitions de Musique&nbsp;»</i>",/training/medium/the-gift,2,"{'feedbackId': 141, 'feedbacks': [1, 11, 111, 301, 446]}",doctor-who-the-gift-puzzle-discussion/47,,20,1457017218127.0,,medium,4768195953797.0,,,,,,,the-gift,1523883937723.0,,9,,,11128,3841789b92b8306a88b7f55ce1fbbc6e173d68c,1511022945340.0,Le cadeau,"[{'handle': 'algorithms', 'value': 'Algorithmes', 'children': [{'handle': 'greedy', 'value': 'Algorithmes glouton', 'children': []}]}]",,CODE,100,100.0
2,10387,mayan_calculation,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,5691351079690.0,1406104639000,"On sait tous maintenant que la fin du monde n'a pas eu lieu le 21 décembre 2012. Mais c'est vrai qu'il est facile de mal interpréter les calculs mayas, tant leur système de numération était compliqué !<br />
Aidez-nous à trouver la date de la prochaine apocalypse en déchiffrant des messages venus d'un autre temps.
<br>
<br>
<u>Algo</u> : Changement de bases numériques.<br>
<br>",/training/medium/mayan-calculation,2,"{'feedbackId': 142, 'feedbacks': [9, 16, 62, 224, 438]}",mayan-calculation-puzzle-discussion/48,,21,1457017218127.0,,medium,4768211861756.0,,,,,,,mayan-calculation,1523740130887.0,,10,,,8483,3816620f17fb31995dea575c0057208a1711335,1523729492555.0,Calcul Maya,"[{'handle': 'maths-physics', 'value': 'Maths / Physique', 'children': [{'handle': 'radix', 'value': 'Base arithmétique', 'children': []}]}, {'handle': 'algorithms', 'value': 'Algorithmes', 'children': [{'handle': 'strings', 'value': 'Chaînes de caractères', 'children': []}]}]",,CODE,100,100.0
2,14672,skynet_revolution_episode_2,"{'userId': 270881, 'pseudo': 'Maurice_Moss', 'publicHandle': 'de015f1a510d60cdcd0551896a34c709188072', 'enable': False, 'avatar': 30069480173944, 'cover': 30075222090945, 'tagline': 'Have you tried turning it off and on again ?', 'level': 30}",False,,4769027485962.0,1406105730000,"Le réseau Skynet est toujours en activité, même si le virus de la Résistance continue de se propager. Aidez le virus et affaiblissez Skynet, en coupant l'accès à ses ressources. Le sort de l'Humanité dépend de vous.
<br>
<br>
<u>Algo</u> : Parcours et recherche dans un graphe.<br>
<br>
<i>Ce défi difficile est le second des deux exercices proposés lors du challenge «&nbsp;Skynet - Le final&nbsp;». Avant de vous y essayer, pensez à regarder le niveau précédent, «&nbsp;Skynet - Le virus&nbsp;», sur le même thème mais avec une difficulté moindre.</i>
",/training/hard/skynet-revolution-episode-2,2,"{'feedbackId': 143, 'feedbacks': [5, 6, 16, 77, 592]}",skynet-revolution-episode-2-puzzle-discussion/61,,22,1534956485267.0,,hard,4768223837051.0,,,,,,,skynet-revolution-episode-2,1510886937237.0,,1,"[84664535, 84664536, 84664538, 84664539, 84664540, 84664542]",,4059,3814137b400ed8184cd77998731d4a237feee10,1510876712179.0,Skynet Revolution - Episode 2,"[{'handle': 'algorithms', 'value': 'Algorithmes', 'children': [{'handle': 'pathfinding', 'value': 'Recherche de chemins', 'children': []}]}, {'handle': 'data-structures', 'value': 'Structures de Données', 'children': [{'handle': 'graphs', 'value': 'Graphes', 'children': []}]}]",,SOLO,100,250.0
